cagr,annualized_vol,max_drawdown,final_multiple,start,uvix_entry_rsi,uvix_exit_rsi,min_gspc_sma160_ratio_pct,uvix_entries,uvix_exits,uvix_day_share,skipped_uvix_entry_days,low_rsi_entries,low_rsi_exits
1.0645579128727913,0.6402792141107387,-0.6568036304375773,121187.47190190839,2010-02-12,69.5,68.5,0.0,127,126,0.08871958712214303,0,11,11
1.0645579128727913,0.6402792141107387,-0.6568036304375773,121187.47190190839,2010-02-12,69.5,68.5,0.25,127,126,0.08871958712214303,0,11,11
1.0742872330811042,0.6400924870991686,-0.6297358453228314,130745.48806688824,2010-02-12,69.5,68.5,0.5,127,126,0.08847382649299582,1,11,11
1.0742872330811042,0.6400924870991686,-0.6297358453228314,130745.48806688824,2010-02-12,69.5,68.5,0.75,127,126,0.08847382649299582,1,11,11
1.0742872330811042,0.6400924870991686,-0.6297358453228314,130745.48806688824,2010-02-12,69.5,68.5,1.0,127,126,0.08847382649299582,1,11,11
1.0672957924105546,0.640165791312316,-0.6493805487564682,123808.66659520302,2010-02-12,69.5,68.5,1.25,126,125,0.08822806586384861,2,11,11
1.0672957924105546,0.640165791312316,-0.6493805487564682,123808.66659520302,2010-02-12,69.5,68.5,1.5,126,125,0.08822806586384861,2,11,11
1.0672957924105546,0.640165791312316,-0.6493805487564682,123808.66659520302,2010-02-12,69.5,68.5,1.75,126,125,0.08822806586384861,2,11,11
1.050513956186614,0.6395571724858173,-0.6493805487564683,108540.80579335763,2010-02-12,69.5,68.5,2.0,125,124,0.0879823052347014,3,11,11
1.050513956186614,0.6395571724858173,-0.6493805487564683,108540.80579335763,2010-02-12,69.5,68.5,2.25,125,124,0.0879823052347014,3,11,11
1.0285193319395414,0.6385222200708244,-0.6493805487564682,91194.38847699139,2010-02-12,69.5,68.5,2.5,123,122,0.08749078397640699,5,11,11
1.0285193319395414,0.6385222200708244,-0.6493805487564682,91194.38847699139,2010-02-12,69.5,68.5,2.75,123,122,0.08749078397640699,5,11,11
1.0285193319395414,0.6385222200708244,-0.6493805487564682,91194.38847699139,2010-02-12,69.5,68.5,3.0,123,122,0.08749078397640699,5,11,11
1.0285193319395414,0.6385222200708244,-0.6493805487564682,91194.38847699139,2010-02-12,69.5,68.5,3.25,123,122,0.08749078397640699,5,11,11
1.0285193319395414,0.6385222200708244,-0.6493805487564682,91194.38847699139,2010-02-12,69.5,68.5,3.5,123,122,0.08749078397640699,5,11,11
1.0285193319395414,0.6385222200708244,-0.6493805487564682,91194.38847699139,2010-02-12,69.5,68.5,3.75,123,122,0.08749078397640699,5,11,11
1.0063682251339792,0.6381332760336779,-0.649380548756468,76378.62273915639,2010-02-12,69.5,68.5,4.0,122,121,0.08724502334725977,6,11,11
1.0163894227399917,0.6382074321647231,-0.649380548756468,82777.02781262145,2010-02-12,69.5,68.5,4.25,122,121,0.08699926271811256,7,11,11
1.0163894227399917,0.6382074321647231,-0.649380548756468,82777.02781262145,2010-02-12,69.5,68.5,4.5,122,121,0.08699926271811256,7,11,11
1.0160626910708412,0.6380194467159317,-0.6493805487564681,82560.71565911376,2010-02-12,69.5,68.5,4.75,119,119,0.08601622020152372,11,11,11
1.0333031140574906,0.6380334815803959,-0.6493805487564677,94729.6454788396,2010-02-12,69.5,68.5,5.0,119,119,0.08454165642664045,17,11,11
